ID,text,user_followers_count,user_friends_count,user_location
167,"RT @laraiheart: SPOILER BRIDGERTON 
.
.
.
.
.
.
Eu amei a segunda temporada apesar das mudanças. Assisti com a cabeça aberta e deu tudo certo. 
Mas tem 3 coisas que não gostei muito:
1. Plot Peneloise 
2. Personalidade da Edwina
3. Tempo de tela de Kathony poderia ter sido bem maior #Bridgerton",298,290,Eldar
168,RT @KateThornley3: Me every time Newton is on screen #Bridgerton https://t.co/vonN5YYSXW,249,620,
169,RT @peetapcrker: my serotonin levels spike whenever kate and anthony bicker and insult each other #Bridgerton #bridgertonseason2 https://t.co/Sj7tAqgaxk,776,2523,
170,Not little sister raising shoulder!! Babes you’re a little out of your league 😭 #Bridgerton,2124,1477,My constellation is in Space
171,RT @nniegarcia: Daphne every time she sees Anthony with Kate #Bridgerton https://t.co/fT6Z39YOCz,892,991,"• ،،📞카이"
172,"RT @naleycastaways: Does it ever drive you crazy, just how fast the night changes?

#Bridgerton #bridgerton2 https://t.co/mSq8c8wGJO",478,822,maya etienne ♥️ | fan acc
173,"They're using a lot of candles to be so broke.
#Bridgerton",3748,3962,"Atlanta, GA"
174,Morando nessa cena da Kate dizendo que o Newton também é do Anthony desde o casamento e no final eles abraçadinhos #Bridgerton https://t.co/YKf9UzJIA0,453,396,javajunkie • literati
175,https://t.co/GoRG6QKkjl Now on sale--#Bridgerton guide book...get caught up! #BridgertonPremiere #bridgertonS2,661,1309,San Jose
176,Yes be a princess!!! #Bridgerton,250,198,"In a room in Dallas, Texas."
177,"RT @TessaDare: !!!! When you hit “like” on a tweet with the #Bridgerton hashtag, the heart TURNS INTO A LETTER B AND THEN ALSO AN INSECT BEE",8480,383,New York
178,"""Step-sister."" aoutch. #Bridgerton",4075,3536,alexia
179,RT @iris_bee_: This dance is everything to me 😭 #Bridgerton #Kanthony #Bridgertonspoilers https://t.co/k6A0kB0sZu,157,57,
180,"RT @SoyEllen1: O brilho da Daphne sumindo ao ver que a Kate não era a Edwina
Daphne eu te amo KKKKKKKKKKK
#Bridgerton https://t.co/lKIYrBkiph",1126,932,ela/dela
181,"RT @cxlinbridgerton: você sabia? para interpretar o coringa, joaquin phoenix teve que assistir 5 episódios de anthony e edwina cortejando
#bridgerton",432,1104,brooklyn 99
182,we could've not had a better anthony and a better kate than jonathan bailey and simone ashley #Bridgerton,478,822,maya etienne ♥️ | fan acc
183,RT @peetapcrker: my serotonin levels spike whenever kate and anthony bicker and insult each other #Bridgerton #bridgertonseason2 https://t.co/Sj7tAqgaxk,714,820,757
184,RT @faheyzowa: eu nunca vou superar essa cena #Bridgerton https://t.co/zzx4hYnmn1,137,120,
185,RT @NetflixBrasil: O evento do ano começou! 🐝 A 2ª temporada de #Bridgerton já está disponível https://t.co/UI0uHcAjyC,298,2362,
186,RT @NaseemaVeasey: Not Cressida out here talking shit when this her second year in a row &amp; she’s still unmarried? Like girl… Daphne handed you the prince on a platter and he STILL didn’t choose you. Get over it😭😭😭 #Bridgerton https://t.co/89LfJdBQ0t,846,887,UAR
187,Offline until I finish #Bridgerton,6777,4754,Near You
188,"Se cancela lo de dormir, esta noche sólo voy a ver el baile de Anthony y Kate 
#Bridgerton",1724,1105,Velaris
189,"This is a different actor playing Colin, right? #Bridgerton",1322,820,The Onyx Hotel
190,RT @nniegarcia: Daphne every time she sees Anthony with Kate #Bridgerton https://t.co/fT6Z39YOCz,1196,1153,xv • she/her • ph
191,RT @myqueenzoya: she’s so me #Bridgerton https://t.co/OkVE79yLVU,3585,1696,"22, ncl/rdg/notts, she/her"
192,"RT @samdorameira: Spoiler Bridgerton
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

ainda não assisti mas a edwina apaixonada pelo anthony??? não teve a cena da kate falando sobre o medo da tempestade??? anthony pediu a edwina em casamento???? NÃO FOI ISSO QUE EU PEDI 

#Bridgerton https://t.co/elqUybUfwZ",640,183,Brasil
193,"RT @extraord1naryo: QUIÉN ES ESE HOMBREEE, QUÉ ME MIRA Y ME DESNUDAAAAA #Bridgerton https://t.co/POI9omGatS",1156,1614,
194,"Vou assistir o resto dos eps depois, ainda é cedo pra dizer se gostei ou não então vou esperar pra ter uma opinião mais concreta 
#Bridgerton",931,825,Ela/Dela
195,RT @NetflixBrasil: As donas de #Bridgerton passando pra avisar que spoilers estão proibidos por aqui. 👀 https://t.co/fBgFgQ0Wkb,283,914,"Florianópolis, Brasil"
196,How does Colin manage to get played every season? He's never beating the dumb allegations #Bridgerton https://t.co/co8QOhrDH1,256,679,Canada
197,RT @KateThornley3: Me after bingeing the entire new season in a day #Bridgerton https://t.co/s7ZB2rVKrZ,103,213,PA/ DC📍
198,RT @shondarhimes: Today is the day. #Bridgerton https://t.co/XdsvnRl8lF,249,620,
199,the progression of kate's hair getting less neat throughout the season as she opens herself up to love is something so personal to me #Bridgerton https://t.co/ZlQceNBDb6,2603,963,she/her bi white
200,"RT @Lad_Whistledown: ENTREGUEM O PRÊMIO PRA ELA

#Bridgerton https://t.co/ziaRuUwQUu",2550,3298,Hogwarts and camp half-blood
201,This last episode has me so upset! #Bridgerton,180,188,"NC, VA and Beyond!!!"
202,"RT @elainfavs: alguém explica pra Netflix que a Edwina é FIGURANTE e a kate PROTAGONISTA e não ao contrário, por que eu acho que não entenderam #Bridgerton",1138,1101,21
203,"RT @alicxss: eu não aceito nenhuma crítica NENHUMA CRÍTICA a KATHONY, eles entregaram TUDO, casal perfeito e química PERFEITA #Bridgerton https://t.co/h9UhS98I7c",628,662,Recanto das nuvens ☁
204,"Anthony standing up for Edwina, Kate, and Mary!!!

WE LOVE TO SEE IT

#Bridgerton    #Bridgerton2",1090,1149,"Illinois, USA"
205,RT @KateThornley3: Me every time Newton is on screen #Bridgerton https://t.co/vonN5YYSXW,383,1157,タイ
206,"RT @polinbridgerton: pouquíssimas coisas são tão perfeitas quanto essa cena 🥺
#Bridgerton #bridgertonseason2 https://t.co/Q5JrVFV5Sq",2509,231,
207,"RT @KaruGmz: “Eloise was her dearest friend.
Colin was her love, her passion, and her soul..."" 💗✨

#Bridgerton #Peneloise #Polin https://t.co/rIL2HZVMwV",2566,4459,
208,Omg season 2 of #Bridgerton is on!,574,648,"Indianapolis, IN"
209,"RT @PlayWithMaeTV: So many cuties getting dressed up to watch #Bridgerton !
Here I am with my @TheOodie and pizza!
We all cute! 😍 https://t.co/8OMBsXxNX1",3341,2042,"Texas, USA"
210,This is such an AMAZING season!!! #Bridgerton #bridgerton2,324,512,
211,"AAAAAA QUE QUÍMICA, MDS 🤧🤧🤧 #Bridgerton https://t.co/LCnpEwCFi4",193,531,"São Paulo, BRA"
212,"RT @extraord1naryo: *I watch #Bridgerton for the plot*
the plot: https://t.co/a94RevQKVv",449,289,"California, USA"
213,"ODIEI A TENSÃO CRIADA COMPLETAMENTE DO NADA, mas o final valeu a pena. Meu rosto tá super inchado do tanto que eu chorei. #Bridgerton",187,624,"Paraíba, Brazil"
214,RT @machelanti: it needs to be said #Bridgerton https://t.co/9GdCBZ3lBP,269,420,❓🎈🇵🇸
215,gente eu fico meio assim de falar mas vms la.....eu meio q nao gostei muito da eloise na série kkkk vou ate ler o livro dela de novo pra ver se eu perdi alguma coisa ou se foi o cvd q ferrou mesmo a personalidade dela #Bridgerton,2550,3298,Hogwarts and camp half-blood
216,RT @LariLaufeyson: Simplesmente rendida pela química do Anthony e da Kate ... 🛐🛐🛐 #Bridgerton https://t.co/8GMRfPnsrO,129,107,"Curitiba, Brasil"
217,"RT @Lad_Whistledown: ENTREGUEM O PRÊMIO PRA ELA

#Bridgerton https://t.co/ziaRuUwQUu",169,150,
218,"RT @Rowanwag: A Eloise o Colin e Benedict se divertindo horrores com as desgraças do Anthony KKKKKKKKKKKK 🗣✨🤌 

#bridgertonseason2 #Bridgerton https://t.co/NtCquCWNk4",309,229,
219,Finished #Bridgerton  and I’m already looking forward to the next season 😭 I can’t wait to see who they cast as Sophie,1413,500,MN ✈️ MS
220,"Give the guy who plays Anthony an #Oscar.

#Bridgerton",508,660,Vacation home of the Prius
221,"SPOILER BRIDGERTON 
.

.

.

QUE DOR #Bridgerton #bridgertonseason2 https://t.co/vHT7gL2PtB",8001,7925,kanej
222,RT @viewyorker: She’s literally the most beautiful person I’ve ever seen #Bridgerton https://t.co/cwmGJ3r6pI,360,513,"Cape Town, South Africa"
223,"RT @lovectosher: a química e a atuação deles são inexplicáveis
vocês foram feitos para interpretar kate e anthony!!
simone e jonathan vocês são incríveis &lt;33
#Bridgerton #bridgertonseason2 https://t.co/VKx9WLQxpc",129,107,"Curitiba, Brasil"
224,"Terminei #Bridgerton
Química de bilhões e um roteiro que não valeu nem 0,01.",414,423,Brasil
225,"Edwina and Kate:

#Bridgerton https://t.co/YTfTQAQWQJ",305,376,"New Jersey, USA"
226,"RT @bridgertoncr: Y la temporada 3?ya estoy lista
#Bridgerton #bridgertonseason2 https://t.co/3LPcz2PIjk",248,760,
227,"RT @NoContxtBR: Considering that she spends most of her time with family, Eloise’s emergence into society and her exploration of Lady Whistledown this season expands her reach and Jessie says, “this is the first time Eloise has met someone that she could be interested in.”

#Bridgerton https://t.co/uIOWposAHX",2566,4459,
228,RT @whossonelle: Can I just say Eloise was one of my favorite characters last season and she is going above and beyond this season. She is exceeding herself I love her more and more evrytime she’s on screen. She is so funny and relatable #Bridgerton #bridgertonseason2,228,125,ERODA
229,"This reddit post by RickyBVoices talking about how advice from r/curlyhair helped him book an extras role on #Bridgerton is the best thing I've read today.

https://t.co/YuRvNdOWUM https://t.co/BRWGNsFq8E",1308,412,Kuala Lumpur
230,RT @KateThornley3: Me every time Newton is on screen #Bridgerton https://t.co/vonN5YYSXW,544,572,"Vancouver, British Columbia"
231,RT @spelivs: #KATHONY: wrecking ball #Bridgerton #bridgertonseason2 https://t.co/2UR60bajog,2313,924,"17, she/they/fleur"
232,"RT @Gabibs_V: As duas únicas coisas que salvaram essa temporada foi ver o Benedict chapado e a química impecável da Kate e do Anthony mesmo com toda a história deles cagada.... 
#Bridgerton https://t.co/DAYftmCdbG",196,212,🦨
233,"RT @Kathonyhot: 🔥 
#Kanthony #Bridgerton https://t.co/MEgpbYRhkL",4723,4774,"𝗷𝗶𝘀𝗼𝗼 & 𝗵𝗼𝘀𝗲𝗼𝗸 ♥︎ surely, i have benevolent feelings for you, which bewitch my hours and keep my future."
234,"RT @diannasabrina: Mano trocaram toda a personalidade da Edwina, ela nunca falaria que é meia-irmã da kate.
Mds a Edwina dos livros foi a primeira a perceber kathony e super apoiava os dois, já a da série parece uma adolescente com os hormônios a flor da pele.
#Bridgerton",854,1003,Brasil
235,i had the time of my life S02 | E02 of Bridgerton! #bridgerton https://t.co/63fUQmU5Ws #tvtime https://t.co/SGY8mAqsIr,387,498,
236,This love triangle between poor innocent Edwina and her sister is draining #Bridgerton,737,662,Trinidad
237,RT @sarahwclkers: LIKE ARE YOU SERIOUS #Bridgerton https://t.co/sNLpt0at63,353,412,
238,"Colin como sempre fazendo tudo jogando a bola da Kate na direção que ela jogou a do Anthony, o casamenteiro ataca novamente 😏 hehehehe #Bridgerton",617,514,🇧🇷
239,"RT @aelinsgod: bridgerton spoilers
.
.
.
estragaram a irmandade das irmãs sharma ao ponto DO QUE? eu tô até agora procurando razão pra tudo, esse drama todo pelo amor de deus tudo no livro é tão prático e divertido e virou essa novela mexicana desnecessária na série 
#bridgerton",118,173,
240,Nem sei se quero mais assistir as outras temporadas de #Bridgerton,345,424,"Rio de Janeiro , Brasil"
241,Benedit tomou mó fora skkkk #Bridgerton,3623,4994,
242,RT @KateThornley3: Me after bingeing the entire new season in a day #Bridgerton https://t.co/s7ZB2rVKrZ,607,407,♋-♊-♒ INFP
243,RT @bridgertonfav: a energia caótica dos dois nessa cena 😂❤️ #Bridgerton https://t.co/GCPHPtiCNP,519,340,"Brasília, Brasil"
244,"RT @laurentsofvere: o colin perde o irmão, mas não perde a piada. #Bridgerton https://t.co/V01SoOGFYb",1007,588,pemberley
245,"RT @bellalafin: #Bridgerton SPOILER
.
.
.
.
.
.
.
.
PORQUE ninguém tá falando sobre como o nome da Kate é KATHANI????? achei a coisa mais LINDA, o jeito que o Anthony olhou pra ela e falou o nome dela.",203,295,Mikrokosmos
246,Eloise chewed that loser up. Penelope just going further and further into loserville #Bridgerton,313,727,Caribbean
247,"RT @polinbridgerton: pouquíssimas coisas são tão perfeitas quanto essa cena 🥺
#Bridgerton #bridgertonseason2 https://t.co/Q5JrVFV5Sq",2488,272,"Belo Horizonte, Brasil"
248,RT @MenaceandRake: We got our tulips #kanthony #bridgerton https://t.co/ihrwuBr7Ul,411,675,Não é da sua conta
249,"RT @Kathonyhot: Time to admire his Viscountess
#Bridgerton https://t.co/IQ5kUyPiSb",7352,5618,📚❤️
250,"Séries que mexem com meus sentimentos de jeitos bons e ruins 🥰
#Bridgerton",1483,1365,Disney
251,"RT @chaoticguitar: The way I screamed 😭😭😭

#bridgerton #kanthony #bridgertonspoilers https://t.co/ZdbqwHHRpE",137,120,
252,RT @spelivs: #KATHONY: wrecking ball #Bridgerton #bridgertonseason2 https://t.co/2UR60bajog,2373,2408,ela/dela she/her
253,"RT @fluffho: #Bridgerton #BridgertonSpoilers #BridgertonSeason2

Does it ever Just how 
drive you fast the night
crazy changes

S104 S204 https://t.co/8I3mbsEf9N",264,147,she/her | 20 | ♡︎☆♪
254,RT @bridgertonfav: a energia caótica dos dois nessa cena 😂❤️ #Bridgerton https://t.co/GCPHPtiCNP,851,1021,23y
255,"RT @shroogin: jonathan bailey wrecked me, no WRECKED ME in every scene he was in. i actually had to pause every 10 minutes to get a grip. his portrayal of anthony bridgerton is elite level perfection. couldn't have asked for better! #Bridgerton #bridgertonseason2",228,125,ERODA
256,RT @NoContxtBR: #Bridgerton https://t.co/AaqVlSVTsY,1486,352,1d af♡
257,"Siento que algo le falta a esta nueva temporada de #Bridgerton 
🤔🤔🤔",206,668,Asgard
258,"Sayang talaga ganda ng chemistry nila 😩😩

#Bridgerton https://t.co/XvxNGl9sHV",2566,4459,
259,"RT @alicxss: eu não aceito nenhuma crítica NENHUMA CRÍTICA a KATHONY, eles entregaram TUDO, casal perfeito e química PERFEITA #Bridgerton https://t.co/h9UhS98I7c",215,202,Curitiba
260,RT @nniegarcia: Daphne every time she sees Anthony with Kate #Bridgerton https://t.co/fT6Z39YOCz,879,104,
261,"What do I do now that I've binged on Season 2 of @bridgerton? Wait for Season 3, naturally.

#Bridgerton https://t.co/lFqpNLqCn0",353,525,Chicagoland
262,Her haldi!! #Bridgerton,343,466,Jamaica
263,"Na boa, oq a Edwina queria?
Falar que tudo que tava acontecendo era o sonho da Kate, então ela preferia que a irmã não tentasse impedir que elas fossem pobres, que ela e a mãe vivessem na miséria
#Bridgerton 
#bridgertonseason2 
#bridgerton2 
#bridgertonS2 
#bridgertonspoiler",135,393,
264,Preciso usar #Kanthony pois eles honraram meu pall mall devidamente e pq esses dois juntos são tudo pra mim!!!!! #Bridgerton,332,237,Br
265,RT @Zoe_Archer: psst if you liked the poetry reading in #Bridgerton there's a poetry duel in THE GOOD GIRL'S GUIDE TO RAKES,2685,1299,still at home
266,"RT @elainfavs: alguém explica pra Netflix que a Edwina é FIGURANTE e a kate PROTAGONISTA e não ao contrário, por que eu acho que não entenderam #Bridgerton",10760,1432,Sri Lanka
267,"RT @diannasabrina: Mano trocaram toda a personalidade da Edwina, ela nunca falaria que é meia-irmã da kate.
Mds a Edwina dos livros foi a primeira a perceber kathony e super apoiava os dois, já a da série parece uma adolescente com os hormônios a flor da pele.
#Bridgerton",6303,6231,poppycas and jurdan!¡
268,RT @sameolegal: “I may never know how men came to be considered leaders when women are clearly better suited.” Eloise my sister!! Talk yo shit #Bridgerton https://t.co/7RhTpFaX0n,653,1757,"Chicago, IL"
269,"RT @NetflixJP: ◆配信開始
Netflixシリーズ『ブリジャートン家』シーズン2（アメリカ）👗

結婚を決めたアンソニー・ブリジャートン子爵が直面する義務と欲望、そしてスキャンダル。だが彼に本当にふさわしい相手は、未来の花嫁ではなくその姉だった。

#ブリジャートン家 #Bridgerton https://t.co/mPRYVjQYrN",222,56,マウスプロモーション
270,Literally on my knees praying that the writing and depiction of Colin steps up this season. I MUST HAVE AN AMAZING COLIN/PENELOPE SEASON #Bridgerton,1004,629,AZ by way of CA
271,"RT @_hesunflower: SPOILER #bridgerton

quando saiu essa foto eu fique: meu deus quem foi que magoou essa criança

realidade: tava chapado https://t.co/EDE2ubIxN1",248,760,
272,"RT @nancyswheeIer: “you are the bane of my existence and the object of all my desires.” 

#bridgerton https://t.co/oiMklX09gE",369,254,"kyoto, japan"
273,RT @spelivs: #KATHONY: wrecking ball #Bridgerton #bridgertonseason2 https://t.co/2UR60bajog,644,97,california
274,"String version of @robynkonichiwa’s Dancing on My Own in #Bridgerton? Yes, please 😍",240,220,Niagara
275,"RT @SoyEllen1: O brilho da Daphne sumindo ao ver que a Kate não era a Edwina
Daphne eu te amo KKKKKKKKKKK
#Bridgerton https://t.co/lKIYrBkiph",2048,2251,📚 18/20
276,"dia de que? Tomar aquele rivotril pra não se estressar com a edwina na série ne, amor? #Bridgerton https://t.co/QvvFi4s9Fm",1005,920,Ka 💓 Gih 🐒 Duda ✨ ing 🌙
277,RT @myqueenzoya: she’s so me #Bridgerton https://t.co/OkVE79yLVU,254,943,
278,One of my favorite things about #Bridgerton though is how diverse the whole show is. More of this always,4237,731,Mind Your Business
279,“Do you even know all the ways a lady can be seduced?” #Bridgerton #bridgerton2 https://t.co/WBhw0DFqJ2,671,163,Canada
280,"RT @blulentigginosa: benedict bridgerton is written by a woman.
#Bridgerton https://t.co/UgNGOEWvKZ",167,473,𝙩𝙘𝙝𝙖𝙡𝙖𝙢𝙚𝙩
281,WET TSHIRT CONTEST #Bridgerton,314,418,nowhere'sville USA
282,RT @sass3366: It’s time for #Bridgerton https://t.co/5H0tgRBc4I,2881,4998,
283,Damn Lady Danbury was harsh this season I feel #Bridgerton,262,231,
284,"RT @schofiaa: I don’t think anyone can top Kate and Anthony. The whole story was so perfect to me. Anthony’s struggle to be noble all the time and Kate having her own struggles and challenging him. The chemistry,longing,love and angst was surpassed every expectation I’m so obsessed #bridgerton https://t.co/Lag4LVeRAI",283,121,Malaysia
285,Sign of the Times!!!!!!!!!!! #Bridgerton,1180,295,7016
